"","ID","Class","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"634","634","Medoids",0.663989929,0.901711023,0.85891606,0.817394236,1,0.517280554,0.603260919,0.386729243,0.474672422,0.36897387,0.271696565,0.269507225,0.178210969,0.178559625,0.178881523,0.179170978,0.179422455,0.179630686,0.179787552,0.17988561,0.17991949,0.179881173,0.179757264,0.179527935,0.179168738,0.178655622,0.177967951,0.177089081,0.176007036,0.174706305,0.173169745,0.171395064,0.169401432,0.167229229,0.164936857,0.162588596,0.160231685,0.157880367,0.155517709,0.153115335,0.15065843,0.147981521,0.144906209,0.141399186,0.13742898,0.132970639,0.128004394,0.122512279,0.116477965,0.109894646
"1347","1347","Medoids",0.02070556,0.448088243,0.708153393,0.711151856,0.718581058,0.747308619,0.738378476,0.69481138,0.62519454,0.538192409,0.830938142,0.532970316,0.523628455,0.642999486,1,0.941239957,0.553636971,0.645430109,0.516904169,0.401522217,0.492306771,0.477741063,0.463479865,0.449522407,0.435864182,0.422489515,0.409384836,0.396539496,0.383943185,0.371582804,0.359437716,0.347485234,0.335705443,0.324085857,0.312619987,0.301304911,0.290142356,0.279135957,0.268283467,0.257570688,0.24697134,0.236450697,0.225979548,0.215552402,0.205191926,0.194947786,0.184875057,0.175019813,0.165423975,0.156123759
