Num,PlanCode,Channel,FA,Unknown,Gender,IssAge,PremMode,WL,PP,Unknown
10000513,57,FC,38000000,0,2,43,12,999,0,1
10000514,57,FC,38000000,0,2,43,12,999,0,1
10000515,57,FC,38000000,0,2,44,12,999,0,1
10000516,57,FC,38000000,0,2,44,12,999,0,1
10000517,57,FC,37000000,0,2,44,12,999,0,1
10000518,57,FC,37000000,0,2,45,12,999,0,1
10000519,57,FC,37000000,0,2,45,12,999,0,1
10000520,57,FC,37000000,0,2,53,12,999,0,1
10000521,57,TFC,36000000,0,2,27,12,999,0,1
10000522,57,FC,36000000,0,1,38,12,999,0,1
10000523,57,AM,36000000,0,1,41,12,999,0,1
10000524,57,FC,36000000,0,1,45,12,999,0,1
10000525,57,FC,36000000,0,2,46,12,999,0,1
10000526,57,FC,36000000,0,2,46,12,999,0,1
10000527,57,FC,36000000,0,2,46,12,999,0,1
10000528,57,FC,35000000,0,2,20,12,999,0,1
10000529,57,FC,35000000,0,1,28,12,999,0,1
10000530,57,FC,35000000,0,1,40,12,999,0,1
10000531,57,FC,35000000,0,2,42,12,999,0,1
10000532,57,FC,35000000,0,2,45,12,999,0,1
10000533,57,FC,35000000,0,1,49,12,999,0,1
10000534,57,FC,35000000,0,1,60,12,999,0,1
10000535,57,TFC,34000000,0,1,39,12,999,0,1
10000536,57,TFC,34000000,0,1,40,12,999,0,1
10000537,57,FC,34000000,0,1,40,12,999,0,1
10000538,57,FC,34000000,0,2,47,12,999,0,1
10000539,57,FC,34000000,0,1,54,12,999,0,1
10000540,57,FC,33000000,0,1,37,12,999,0,1
10000541,57,FC,33000000,0,1,39,12,999,0,1
10000542,57,FC,33000000,0,1,41,12,999,0,1
10000543,57,FC,33000000,0,1,41,12,999,0,1
10000544,57,FC,33000000,0,2,48,12,999,0,1
10000545,57,FC,33000000,0,1,50,12,999,0,1
10000546,57,FC,32000000,0,2,27,12,999,0,1
10000547,57,FC,32000000,0,2,37,12,999,0,1
10000548,57,FC,32000000,0,1,38,12,999,0,1
10000549,57,FC,32000000,0,1,41,12,999,0,1
10000550,57,FC,32000000,0,2,49,12,999,0,1
10000551,57,FC,32000000,0,2,50,12,999,0,1
10000552,57,FC,31000000,0,1,38,12,999,0,1
10000553,57,FC,31000000,0,1,43,12,999,0,1
10000554,57,FC,31000000,0,1,43,12,999,0,1
10000555,57,FC,31000000,0,2,44,12,999,0,1
10000556,57,FC,31000000,0,2,49,12,999,0,1
10000557,57,FC,31000000,0,2,52,12,999,0,1
10000558,57,FC,31000000,0,2,54,12,999,0,1
10000559,57,FC,31000000,0,1,58,12,999,0,1
10000560,57,FC,30000000,0,1,20,12,999,0,1
10000561,57,FC,30000000,0,2,29,12,999,0,1
10000562,57,FC,30000000,0,2,33,12,999,0,1
10000563,57,FC,30000000,0,1,34,12,999,0,1
10000564,57,FC,30000000,0,2,41,12,999,0,1
10000565,57,FC,30000000,0,1,43,12,999,0,1
10000566,57,AM,30000000,0,2,43,12,999,0,1
10000567,57,FC,30000000,0,1,44,12,999,0,1
10000568,57,FC,30000000,0,1,46,12,999,0,1
10000569,57,FC,30000000,0,1,46,12,999,0,1
10000570,57,FC,30000000,0,2,46,12,999,0,1
10000571,57,FC,30000000,0,1,47,12,999,0,1
10000572,57,FC,30000000,0,2,50,12,999,0,1
10000573,57,FC,30000000,0,2,51,12,999,0,1
10000574,57,FC,30000000,0,2,51,12,999,0,1
10000575,57,FC,30000000,0,2,52,12,999,0,1
10000576,57,FC,30000000,0,2,56,12,999,0,1
10000577,57,FC,30000000,0,2,56,12,999,0,1
10000578,57,FC,30000000,0,2,60,12,999,0,1
10000579,57,FC,29000000,0,2,30,12,999,0,1
10000580,57,FC,29000000,0,1,46,12,999,0,1
10000581,57,FC,29000000,0,1,48,12,999,0,1
10000582,57,TFC,29000000,0,1,50,12,999,0,1
10000583,57,FC,29000000,0,2,53,12,999,0,1
10000584,57,TFC,28000000,0,2,31,12,999,0,1
10000585,57,FC,28000000,0,2,42,12,999,0,1
10000586,57,FC,28000000,0,2,42,12,999,0,1
10000587,57,FC,28000000,0,1,49,12,999,0,1
10000588,57,FC,28000000,0,2,54,12,999,0,1
10000589,57,FC,27000000,0,2,32,12,999,0,1
10000590,57,FC,27000000,0,1,48,12,999,0,1
10000591,57,FC,27000000,0,1,49,12,999,0,1
10000592,57,FC,27000000,0,2,54,12,999,0,1
10000593,57,FC,26000000,0,1,32,12,999,0,1
10000594,57,FC,26000000,0,2,34,12,999,0,1
10000595,57,FC,26000000,0,2,42,12,999,0,1
10000596,57,FC,26000000,0,2,46,12,999,0,1
10000597,57,FC,26000000,0,2,53,12,999,0,1
10000598,57,FC,25000000,0,1,28,12,999,0,1
10000599,57,TFC,25000000,0,1,32,12,999,0,1
10000600,57,FC,25000000,0,2,35,12,999,0,1
10000601,57,TFC,25000000,0,2,35,12,999,0,1
10000602,57,FC,25000000,0,2,41,12,999,0,1
10000603,57,FC,25000000,0,2,50,12,999,0,1
10000604,57,FC,25000000,0,2,57,12,999,0,1
10000605,57,FC,25000000,0,2,58,12,999,0,1
10000606,57,FC,25000000,0,2,58,12,999,0,1
10000607,57,FC,24000000,0,2,36,12,999,0,1
10000608,57,FC,24000000,0,2,45,12,999,0,1
10000609,57,FC,24000000,0,2,55,12,999,0,1
10000610,57,FC,23000000,0,1,30,12,999,0,1
10000611,57,FC,23000000,0,2,37,12,999,0,1
10000612,57,FC,23000000,0,2,38,12,999,0,1
10000613,57,FC,23000000,0,1,40,12,999,0,1
10000614,57,FC,23000000,0,2,40,12,999,0,1
10000615,57,FC,23000000,0,2,54,12,999,0,1
10000616,57,FC,22000000,0,2,34,12,999,0,1
10000617,57,FC,22000000,0,1,47,12,999,0,1
10000618,57,FC,22000000,0,1,56,12,999,0,1
10000619,57,FC,21000000,0,2,23,12,999,0,1
10000620,57,FC,21000000,0,2,24,12,999,0,1
10000621,57,FC,21000000,0,1,34,12,999,0,1
10000622,57,FC,20000000,0,2,19,12,999,0,1
10000623,57,FC,20000000,0,1,31,12,999,0,1
10000624,57,FC,20000000,0,1,31,12,999,0,1
10000625,57,FC,20000000,0,2,33,12,999,0,1
10000626,57,FC,20000000,0,2,33,12,999,0,1
10000627,57,FC,20000000,0,1,35,12,999,0,1
10000628,57,FC,20000000,0,1,42,12,999,0,1
10000629,57,FC,20000000,0,2,42,12,999,0,1
10000630,57,FC,20000000,0,2,42,12,999,0,1
10000631,57,FC,20000000,0,2,42,12,999,0,1
10000632,57,FC,20000000,0,1,43,12,999,0,1
10000633,57,FC,20000000,0,2,44,12,999,0,1
10000634,57,FC,20000000,0,2,44,12,999,0,1
10000635,57,FC,20000000,0,2,45,12,999,0,1
10000636,57,FC,20000000,0,2,45,12,999,0,1
10000637,57,FC,20000000,0,2,47,12,999,0,1
10000638,57,FC,20000000,0,2,47,12,999,0,1
10000639,57,FC,20000000,0,1,48,12,999,0,1
10000640,57,FC,20000000,0,2,48,12,999,0,1
10000641,57,FC,20000000,0,2,51,12,999,0,1
10000642,57,FC,20000000,0,2,53,12,999,0,1
10000643,57,FC,20000000,0,1,54,12,999,0,1
10000644,57,FC,20000000,0,1,59,12,999,0,1
10000645,57,FC,20000000,0,1,60,12,999,0,1
10000646,57,FC,1500000000,0,2,30,12,999,5,1
10000647,57,FC,1500000000,0,2,31,12,999,5,1
10000648,57,FC,1300000000,0,1,26,12,999,5,1
10000649,57,FC,1000000000,0,1,43,12,999,5,1
10000650,57,FC,1000000000,0,1,43,12,999,5,1
10000651,57,FC,850000000,0,2,47,12,999,5,1
10000652,57,FC,820000000,0,2,48,12,999,5,1
10000653,57,FC,800000000,0,1,24,12,999,5,1
10000654,57,FC,800000000,0,1,48,12,999,5,1
10000655,57,FC,800000000,0,2,49,12,999,5,1
10000656,57,FC,700000000,0,2,36,12,999,5,1
10000657,57,FC,650000000,0,2,39,12,999,5,1
10000658,57,FC,600000000,0,1,35,12,999,5,1
10000659,57,FC,600000000,0,1,53,12,999,5,1
10000660,57,FC,540000000,0,2,31,12,999,5,1
10000661,57,FC,540000000,0,2,45,12,999,5,1
10000662,57,FC,500000000,0,1,28,12,999,5,1
10000663,57,FC,500000000,0,1,29,12,999,5,1
10000664,57,FC,500000000,0,1,33,12,999,5,1
10000665,57,FC,500000000,0,1,41,12,999,5,1
10000666,57,FC,500000000,0,2,53,12,999,5,1
10000667,57,AM,500000000,0,1,55,12,999,5,1
10000668,57,FC,460000000,0,2,37,12,999,5,1
10000669,57,FC,400000000,0,2,49,12,999,5,1
10000670,57,FC,380000000,0,1,55,12,999,5,1
10000671,57,FC,370000000,0,2,46,12,999,5,1
10000672,57,FC,365000000,0,2,34,12,999,5,1
10000673,57,FC,360000000,0,1,20,12,999,5,1
10000674,57,FC,330000000,0,2,22,12,999,5,1
10000675,57,TFC,300000000,0,1,22,12,999,5,1
10000676,57,FC,300000000,0,1,30,12,999,5,1
10000677,57,FC,300000000,0,1,37,12,999,5,1
10000678,57,FC,300000000,0,2,49,12,999,5,1
10000679,57,FC,300000000,0,1,55,12,999,5,1
10000680,57,FC,290000000,0,2,49,12,999,5,1
10000681,57,TFC,290000000,0,1,59,12,999,5,1
10000682,57,FC,280000000,0,2,42,12,999,5,1
10000683,57,FC,280000000,0,1,48,12,999,5,1
10000684,57,FC,260000000,0,1,27,12,999,5,1
10000685,57,FC,260000000,0,2,32,12,999,5,1
10000686,57,FC,260000000,0,1,47,12,999,5,1
10000687,57,FC,255000000,0,1,25,12,999,5,1
10000688,57,FC,250000000,0,1,26,12,999,5,1
10000689,57,FC,250000000,0,1,27,12,999,5,1
10000690,57,FC,250000000,0,1,27,12,999,5,1
10000691,57,FC,250000000,0,2,56,12,999,5,1
10000692,57,TFC,240000000,0,2,34,12,999,5,1
10000693,57,FC,240000000,0,1,52,12,999,5,1
10000694,57,FC,220000000,0,1,34,12,999,5,1
10000695,57,FC,220000000,0,2,37,12,999,5,1
10000696,57,FC,215000000,0,2,38,12,999,5,1
10000697,57,FC,210000000,0,2,40,12,999,5,1
10000698,57,FC,210000000,0,1,46,12,999,5,1
10000699,57,FC,200000000,0,1,33,12,999,5,1
10000700,57,FC,200000000,0,2,41,12,999,5,1
10000701,57,FC,200000000,0,2,41,12,999,5,1
10000702,57,FC,200000000,0,2,41,12,999,5,1
10000703,57,FC,200000000,0,2,43,12,999,5,1
10000704,57,FC,200000000,0,2,44,12,999,5,1
10000705,57,FC,200000000,0,1,51,12,999,5,1
10000706,57,FC,200000000,0,2,53,12,999,5,1
10000707,57,FC,200000000,0,1,55,12,999,5,1
10000708,57,FC,195000000,0,2,17,12,999,5,1
10000709,57,FC,191000000,0,1,34,12,999,5,1
10000710,57,FC,190000000,0,2,18,12,999,5,1
10000711,57,FC,190000000,0,1,35,12,999,5,1
10000712,57,FC,185000000,0,1,36,12,999,5,1
10000713,57,FC,180000000,0,1,37,12,999,5,1
10000714,57,FC,180000000,0,2,47,12,999,5,1
10000715,57,FC,180000000,0,2,53,12,999,5,1
10000716,57,FC,175000000,0,2,21,12,999,5,1
10000717,57,FC,175000000,0,2,21,12,999,5,1
10000718,57,FC,171000000,0,1,59,12,999,5,1
10000719,57,FC,165000000,0,2,47,12,999,5,1
10000720,57,FC,161000000,0,2,24,12,999,5,1
10000721,57,FC,160000000,0,1,33,12,999,5,1
10000722,57,FC,160000000,0,1,40,12,999,5,1
10000723,57,FC,160000000,0,1,43,12,999,5,1
10000724,57,FC,156000000,0,1,42,12,999,5,1
10000725,57,FC,156000000,0,2,49,12,999,5,1
10000726,57,FC,151000000,0,1,19,12,999,5,1
10000727,57,FC,150000000,0,2,24,12,999,5,1
10000728,57,FC,150000000,0,2,29,12,999,5,1
10000729,57,FC,150000000,0,2,30,12,999,5,1
10000730,57,FC,150000000,0,1,37,12,999,5,1
10000731,57,FC,150000000,0,2,40,12,999,5,1
10000732,57,FC,150000000,0,1,43,12,999,5,1
10000733,57,FC,150000000,0,1,44,12,999,5,1
10000734,57,FC,150000000,0,2,47,12,999,5,1
10000735,57,FC,150000000,0,2,51,12,999,5,1
10000736,57,FC,150000000,0,2,52,12,999,5,1
10000737,57,FC,146000000,0,1,20,12,999,5,1
10000738,57,FC,146000000,0,2,37,12,999,5,1
10000739,57,FC,145000000,0,1,20,12,999,5,1
10000740,57,FC,145000000,0,2,28,12,999,5,1
10000741,57,FC,140000000,0,1,22,12,999,5,1
10000742,57,FC,140000000,0,1,33,12,999,5,1
10000743,57,FC,140000000,0,1,47,12,999,5,1
10000744,57,FC,135000000,0,2,17,12,999,5,1
10000745,57,FC,135000000,0,1,23,12,999,5,1
10000746,57,TFC,135000000,0,2,30,12,999,5,1
10000747,57,FC,135000000,0,2,36,12,999,5,1
10000748,57,FC,135000000,0,2,42,12,999,5,1
10000749,57,FC,135000000,0,1,50,12,999,5,1
10000750,57,FC,130000000,0,1,21,12,999,5,1
10000751,57,FC,130000000,0,1,24,12,999,5,1
10000752,57,FC,130000000,0,1,25,12,999,5,1
10000753,57,FC,130000000,0,1,25,12,999,5,1
10000754,57,FC,130000000,0,1,25,12,999,5,1
10000755,57,FC,130000000,0,1,27,12,999,5,1
10000756,57,FC,130000000,0,1,27,12,999,5,1
10000757,57,FC,130000000,0,1,29,12,999,5,1
10000758,57,FC,130000000,0,2,30,12,999,5,1
10000759,57,FC,130000000,0,2,31,12,999,5,1
10000760,57,FC,130000000,0,1,48,12,999,5,1
10000761,57,TFC,130000000,0,1,49,12,999,5,1
10000762,57,FC,130000000,0,2,58,12,999,5,1
10000763,57,FC,128000000,0,1,25,12,999,5,1
10000764,57,FC,126000000,0,1,49,12,999,5,1
10000765,57,FC,124000000,0,1,26,12,999,5,1
10000766,57,FC,123000000,0,2,45,12,999,5,1
10000767,57,FC,123000000,0,2,57,12,999,5,1
10000768,57,FC,120000000,0,2,34,12,999,5,1
10000769,57,FC,120000000,0,1,45,12,999,5,1
10000770,57,FC,117000000,0,2,35,12,999,5,1
10000771,57,FC,115000000,0,1,29,12,999,5,1
10000772,57,TFC,115000000,0,2,36,12,999,5,1
10000773,57,FC,110000000,0,1,23,12,999,5,1
10000774,57,FC,110000000,0,1,28,12,999,5,1
10000775,57,FC,110000000,0,1,29,12,999,5,1
10000776,57,FC,110000000,0,1,31,12,999,5,1
10000777,57,FC,110000000,0,2,38,12,999,5,1
10000778,57,FC,110000000,0,2,39,12,999,5,1
10000779,57,FC,110000000,0,1,41,12,999,5,1
10000780,57,FC,110000000,0,1,53,12,999,5,1
10000781,57,FC,108000000,0,1,23,12,999,5,1
10000782,57,FC,108000000,0,2,30,12,999,5,1
10000783,57,FC,105000000,0,1,18,12,999,5,1
10000784,57,FC,105000000,0,2,45,12,999,5,1
10000785,57,FC,100000000,0,1,15,12,999,5,1
10000786,57,FC,100000000,0,1,18,12,999,5,1
10000787,57,FC,100000000,0,1,20,12,999,5,1
10000788,57,FC,100000000,0,1,21,12,999,5,1
10000789,57,FC,100000000,0,2,22,12,999,5,1
10000790,57,FC,100000000,0,2,23,12,999,5,1
10000791,57,FC,100000000,0,1,25,12,999,5,1
10000792,57,FC,100000000,0,1,26,12,999,5,1
10000793,57,FC,100000000,0,2,26,12,999,5,1
10000794,57,FC,100000000,0,2,26,12,999,5,1
10000795,57,FC,100000000,0,2,27,12,999,5,1
10000796,57,FC,100000000,0,2,27,12,999,5,1
10000797,57,FC,100000000,0,2,29,12,999,5,1
10000798,57,FC,100000000,0,2,29,12,999,5,1
10000799,57,FC,100000000,0,1,33,12,999,5,1
10000800,57,FC,100000000,0,1,33,12,999,5,1
10000801,57,FC,100000000,0,1,36,12,999,5,1
10000802,57,FC,100000000,0,2,36,12,999,5,1
10000803,57,FC,100000000,0,1,37,12,999,5,1
10000804,57,TFC,100000000,0,1,39,12,999,5,1
10000805,57,FC,100000000,0,2,39,12,999,5,1
10000806,57,FC,100000000,0,2,40,12,999,5,1
10000807,57,AM,100000000,0,1,41,12,999,5,1
10000808,57,TFC,100000000,0,2,41,12,999,5,1
10000809,57,FC,100000000,0,2,41,12,999,5,1
10000810,57,FC,100000000,0,2,42,12,999,5,1
10000811,57,FC,100000000,0,2,45,12,999,5,1
10000812,57,FC,100000000,0,2,45,12,999,5,1
10000813,57,AM,100000000,0,1,46,12,999,5,1
10000814,57,FC,100000000,0,2,46,12,999,5,1
10000815,57,FC,100000000,0,2,46,12,999,5,1
10000816,57,FC,100000000,0,1,47,12,999,5,1
10000817,57,AM,100000000,0,1,49,12,999,5,1
10000818,57,TFC,100000000,0,1,49,12,999,5,1
10000819,57,FC,100000000,0,2,49,12,999,5,1
10000820,57,FC,100000000,0,2,49,12,999,5,1
10000821,57,FC,100000000,0,1,50,12,999,5,1
10000822,57,FC,100000000,0,2,50,12,999,5,1
10000823,57,FC,100000000,0,2,54,12,999,5,1
10000824,57,FC,100000000,0,2,55,12,999,5,1
10000825,57,FC,100000000,0,2,56,12,999,5,1
10000826,57,FC,100000000,0,2,58,12,999,5,1
10000827,57,FC,97000000,0,1,45,12,999,5,1
10000828,57,FC,96000000,0,2,53,12,999,5,1
10000829,57,FC,94000000,0,1,46,12,999,5,1
10000830,57,FC,92000000,0,2,43,12,999,5,1
10000831,57,FC,90000000,0,2,26,12,999,5,1
10000832,57,TFC,90000000,0,2,27,12,999,5,1
10000833,57,FC,90000000,0,2,44,12,999,5,1
10000834,57,FC,90000000,0,2,45,12,999,5,1
10000835,57,FC,86000000,0,2,45,12,999,5,1
10000836,57,FC,86000000,0,2,45,12,999,5,1
10000837,57,FC,85000000,0,1,19,12,999,5,1
10000838,57,FC,85000000,0,1,21,12,999,5,1
10000839,57,FC,85000000,0,1,38,12,999,5,1
10000840,57,FC,85000000,0,1,42,12,999,5,1
10000841,57,FC,85000000,0,1,42,12,999,5,1
10000842,57,FC,85000000,0,2,46,12,999,5,1
10000843,57,FC,85000000,0,2,46,12,999,5,1
10000844,57,FC,83000000,0,2,58,12,999,5,1
10000845,57,FC,82000000,0,1,40,12,999,5,1
10000846,57,FC,82000000,0,2,50,12,999,5,1
10000847,57,FC,81000000,0,1,42,12,999,5,1
10000848,57,FC,80000000,0,2,17,12,999,5,1
10000849,57,FC,80000000,0,1,20,12,999,5,1
10000850,57,FC,80000000,0,1,23,12,999,5,1
10000851,57,FC,80000000,0,2,28,12,999,5,1
10000852,57,FC,80000000,0,2,30,12,999,5,1
10000853,57,FC,80000000,0,2,31,12,999,5,1
10000854,57,FC,80000000,0,2,32,12,999,5,1
10000855,57,FC,80000000,0,1,33,12,999,5,1
10000856,57,FC,80000000,0,1,38,12,999,5,1
10000857,57,FC,80000000,0,1,44,12,999,5,1
10000858,57,FC,80000000,0,2,47,12,999,5,1
10000859,57,FC,80000000,0,2,48,12,999,5,1
10000860,57,FC,79000000,0,1,41,12,999,5,1
10000861,57,FC,78000000,0,2,24,12,999,5,1
10000862,57,FC,78000000,0,2,31,12,999,5,1
10000863,57,FC,78000000,0,2,49,12,999,5,1
10000864,57,FC,77000000,0,2,53,12,999,5,1
10000865,57,FC,76000000,0,1,37,12,999,5,1
10000866,57,FC,75000000,0,1,19,12,999,5,1
10000867,57,FC,75000000,0,2,22,12,999,5,1
10000868,57,FC,75000000,0,2,35,12,999,5,1
10000869,57,FC,75000000,0,2,36,12,999,5,1
10000870,57,FC,75000000,0,1,43,12,999,5,1
10000871,57,FC,75000000,0,2,50,12,999,5,1
10000872,57,TFC,73000000,0,2,33,12,999,5,1
10000873,57,FC,73000000,0,2,33,12,999,5,1
10000874,57,AM,73000000,0,1,36,12,999,5,1
10000875,57,FC,72000000,0,2,34,12,999,5,1
10000876,57,FC,72000000,0,2,51,12,999,5,1
10000877,57,FC,72000000,0,2,51,12,999,5,1
10000878,57,FC,70000000,0,1,20,12,999,5,1
10000879,57,FC,70000000,0,2,20,12,999,5,1
10000880,57,FC,70000000,0,1,29,12,999,5,1
10000881,57,FC,70000000,0,1,33,12,999,5,1
10000882,57,FC,70000000,0,2,35,12,999,5,1
10000883,57,FC,70000000,0,2,35,12,999,5,1
10000884,57,FC,70000000,0,2,40,12,999,5,1
10000885,57,FC,70000000,0,2,42,12,999,5,1
10000886,57,FC,70000000,0,2,43,12,999,5,1
10000887,57,FC,70000000,0,1,47,12,999,5,1
10000888,57,FC,70000000,0,2,54,12,999,5,1
10000889,57,FC,69000000,0,2,56,12,999,5,1
10000890,57,FC,68000000,0,1,29,12,999,5,1
10000891,57,AM,68000000,0,1,46,12,999,5,1
10000892,57,FC,68000000,0,1,46,12,999,5,1
10000893,57,FC,66000000,0,2,54,12,999,5,1
10000894,57,FC,65000000,0,1,16,12,999,5,1
10000895,57,FC,65000000,0,2,22,12,999,5,1
10000896,57,FC,65000000,0,2,24,12,999,5,1
10000897,57,FC,65000000,0,2,35,12,999,5,1
10000898,57,FC,65000000,0,1,36,12,999,5,1
10000899,57,FC,65000000,0,1,48,12,999,5,1
10000900,57,FC,64000000,0,1,54,12,999,5,1
10000901,57,TFC,64000000,0,2,55,12,999,5,1
10000902,57,FC,63000000,0,2,32,12,999,5,1
10000903,57,FC,62000000,0,2,39,12,999,5,1
10000904,57,FC,62000000,0,1,49,12,999,5,1
10000905,57,FC,61000000,0,2,25,12,999,5,1
10000906,57,FC,61000000,0,1,32,12,999,5,1
10000907,57,FC,61000000,0,2,39,12,999,5,1
10000908,57,FC,60000000,0,1,18,12,999,5,1
10000909,57,FC,60000000,0,1,19,12,999,5,1
10000910,57,FC,60000000,0,1,20,12,999,5,1
10000911,57,FC,60000000,0,1,20,12,999,5,1
10000912,57,FC,60000000,0,1,21,12,999,5,1
10000913,57,FC,60000000,0,1,21,12,999,5,1
10000914,57,FC,60000000,0,1,22,12,999,5,1
10000915,57,FC,60000000,0,2,26,12,999,5,1
10000916,57,FC,60000000,0,2,26,12,999,5,1
10000917,57,FC,60000000,0,2,27,12,999,5,1
10000918,57,FC,60000000,0,1,32,12,999,5,1
10000919,57,FC,60000000,0,2,40,12,999,5,1
10000920,57,FC,60000000,0,2,40,12,999,5,1
10000921,57,FC,60000000,0,2,42,12,999,5,1
10000922,57,FC,60000000,0,2,42,12,999,5,1
10000923,57,FC,60000000,0,2,46,12,999,5,1
10000924,57,FC,60000000,0,1,51,12,999,5,1
10000925,57,FC,60000000,0,1,52,12,999,5,1
10000926,57,FC,59000000,0,1,19,12,999,5,1
10000927,57,FC,59000000,0,1,34,12,999,5,1
10000928,57,FC,58000000,0,2,27,12,999,5,1
10000929,57,FC,58000000,0,2,27,12,999,5,1
10000930,57,FC,58000000,0,1,34,12,999,5,1
10000931,57,FC,58000000,0,2,41,12,999,5,1
10000932,57,FC,57000000,0,2,47,12,999,5,1
10000933,57,FC,56000000,0,1,21,12,999,5,1
10000934,57,TFC,56000000,0,2,28,12,999,5,1
10000935,57,TFC,56000000,0,2,42,12,999,5,1
10000936,57,FC,55000000,0,1,23,12,999,5,1
10000937,57,FC,55000000,0,1,23,12,999,5,1
10000938,57,FC,55000000,0,1,23,12,999,5,1
10000939,57,FC,55000000,0,1,24,12,999,5,1
10000940,57,FC,55000000,0,2,43,12,999,5,1
10000941,57,FC,55000000,0,2,45,12,999,5,1
10000942,57,FC,54000000,0,2,30,12,999,5,1
10000943,57,FC,53000000,0,1,37,12,999,5,1
10000944,57,TFC,53000000,0,2,44,12,999,5,1
10000945,57,TFC,53000000,0,2,44,12,999,5,1
10000946,57,FC,53000000,0,2,45,12,999,5,1
10000947,57,FC,52000000,0,1,24,12,999,5,1
10000948,57,FC,52000000,0,1,38,12,999,5,1
10000949,57,FC,52000000,0,2,45,12,999,5,1
10000950,57,FC,52000000,0,1,55,12,999,5,1
10000951,57,FC,51000000,0,2,46,12,999,5,1
10000952,57,TFC,51000000,0,2,46,12,999,5,1
10000953,57,FC,50000000,0,2,17,12,999,5,1
10000954,57,FC,50000000,0,2,17,12,999,5,1
10000955,57,FC,50000000,0,1,18,12,999,5,1
10000956,57,FC,50000000,0,1,23,12,999,5,1
10000957,57,FC,50000000,0,1,26,12,999,5,1
10000958,57,FC,50000000,0,1,27,12,999,5,1
10000959,57,FC,50000000,0,2,27,12,999,5,1
10000960,57,FC,50000000,0,1,28,12,999,5,1
10000961,57,FC,50000000,0,2,28,12,999,5,1
10000962,57,FC,50000000,0,2,30,12,999,5,1
10000963,57,FC,50000000,0,2,30,12,999,5,1
10000964,57,FC,50000000,0,2,31,12,999,5,1
10000965,57,FC,50000000,0,1,32,12,999,5,1
10000966,57,TFC,50000000,0,2,32,12,999,5,1
10000967,57,FC,50000000,0,2,32,12,999,5,1
10000968,57,FC,50000000,0,2,34,12,999,5,1
10000969,57,TFC,50000000,0,2,35,12,999,5,1
10000970,57,FC,50000000,0,1,37,12,999,5,1
10000971,57,TFC,50000000,0,1,39,12,999,5,1
10000972,57,FC,50000000,0,1,39,12,999,5,1
10000973,57,AM,50000000,0,1,41,12,999,5,1
10000974,57,FC,50000000,0,2,41,12,999,5,1
10000975,57,FC,50000000,0,2,41,12,999,5,1
10000976,57,FC,50000000,0,1,43,12,999,5,1
10000977,57,FC,50000000,0,1,43,12,999,5,1
10000978,57,FC,50000000,0,2,43,12,999,5,1
10000979,57,FC,50000000,0,1,44,12,999,5,1
10000980,57,FC,50000000,0,2,45,12,999,5,1
10000981,57,FC,50000000,0,2,46,12,999,5,1
10000982,57,FC,50000000,0,2,48,12,999,5,1
10000983,57,FC,50000000,0,2,49,12,999,5,1
10000984,57,FC,50000000,0,2,51,12,999,5,1
10000985,57,FC,50000000,0,2,53,12,999,5,1
10000986,57,FC,50000000,0,2,54,12,999,5,1
10000987,57,FC,50000000,0,1,56,12,999,5,1
10000988,57,FC,50000000,0,2,56,12,999,5,1
10000989,57,FC,50000000,0,1,57,12,999,5,1
10000990,57,FC,50000000,0,1,57,12,999,5,1
10000991,57,FC,50000000,0,2,57,12,999,5,1
10000992,57,FC,47000000,0,2,34,12,999,5,1
10000993,57,FC,47000000,0,2,35,12,999,5,1
10000994,57,FC,47000000,0,2,48,12,999,5,1
10000995,57,FC,46000000,0,2,25,12,999,5,1
10000996,57,TFC,46000000,0,1,28,12,999,5,1
10000997,57,FC,46000000,0,1,42,12,999,5,1
10000998,57,FC,46000000,0,1,42,12,999,5,1
10000999,57,FC,46000000,0,2,43,12,999,5,1
10001000,57,TFC,46000000,0,2,49,12,999,5,1
10001001,57,FC,45000000,0,2,26,12,999,5,1
10001002,57,FC,45000000,0,1,31,12,999,5,1
10001003,57,FC,45000000,0,2,35,12,999,5,1
10001004,57,FC,45000000,0,2,37,12,999,5,1
10001005,57,FC,45000000,0,1,38,12,999,5,1
10001006,57,FC,45000000,0,1,43,12,999,5,1
10001007,57,FC,45000000,0,2,44,12,999,5,1
10001008,57,FC,45000000,0,2,51,12,999,5,1
10001009,57,FC,45000000,0,2,55,12,999,5,1
10001010,57,FC,44000000,0,2,36,12,999,5,1
10001011,57,FC,44000000,0,2,37,12,999,5,1
10001012,57,FC,44000000,0,2,44,12,999,5,1
10001013,57,FC,44000000,0,1,49,12,999,5,1
10001014,57,FC,43000000,0,1,30,12,999,5,1
10001015,57,TFC,43000000,0,2,37,12,999,5,1
10001016,57,FC,43000000,0,2,51,12,999,5,1
10001017,57,FC,42000000,0,2,38,12,999,5,1
10001018,57,FC,42000000,0,2,52,12,999,5,1
10001019,57,FC,42000000,0,2,53,12,999,5,1
10001020,57,FC,41000000,0,1,39,12,999,5,1
10001021,57,FC,41000000,0,2,49,12,999,5,1
10001022,57,FC,41000000,0,2,58,12,999,5,1
10001023,57,FC,40000000,0,2,15,12,999,5,1
10001024,57,FC,40000000,0,2,18,12,999,5,1
10001025,57,FC,40000000,0,1,19,12,999,5,1
10001026,57,FC,40000000,0,1,20,12,999,5,1
10001027,57,FC,40000000,0,1,24,12,999,5,1
